 	Label	X	Y	Major	Minor	Angle
273	CombinedStack-1.tif:YPE_052315_019_RFPstack_024	125.356	148.321	79.283	71.737	105.205
274	CombinedStack-1.tif:YPE_052315_019_RFPstack_025	148.080	124.649	89.111	80.271	160.646
275	CombinedStack-1.tif:YPE_052315_019_RFPstack_025	96.207	130.729	48.721	43.146	16.091
276	CombinedStack-1.tif:YPE_052315_019_RFPstack_026	125.279	121.894	81.876	65.158	135.695
277	CombinedStack-1.tif:YPE_052315_019_RFPstack_027	119.698	123.566	84.744	81.373	44.589
278	CombinedStack-1.tif:YPE_052315_021_RFPstack_029	129.161	98.470	90.789	74.160	90.296
279	CombinedStack-1.tif:YPE_052315_021_RFPstack_029	106.295	165.668	64.698	54.414	41.255
280	CombinedStack-1.tif:YPE_052315_023_RFPstack_030	140.639	91.444	55.022	48.989	97.670
281	CombinedStack-1.tif:YPE_052315_023_RFPstack_030	111.665	154.256	83.432	76.289	171.804
282	CombinedStack-1.tif:YPE_052315_023_RFPstack_031	126.199	127.519	73.284	69.826	79.988
283	CombinedStack-1.tif:YPE_052315_025_RFPstack_033	123.126	89.570	88.763	80.357	17.142
284	CombinedStack-1.tif:YPE_052315_025_RFPstack_033	109.193	164.542	71.010	50.277	86.241
285	CombinedStack-1.tif:YPE_052315_025_RFPstack_034	125.290	90.961	107.281	94.579	162.618
286	CombinedStack-1.tif:YPE_052315_025_RFPstack_034	135.467	172.042	64.771	62.019	10.493
287	CombinedStack-1.tif:YPE_052315_027_RFPstack_035	163.705	121.635	65.117	47.475	179.723
288	CombinedStack-1.tif:YPE_052315_027_RFPstack_035	93.540	126.484	88.545	64.910	0.931
289	CombinedStack-1.tif:YPE_052315_027_RFPstack_036	121.209	128.260	75.516	55.792	33.017
290	CombinedStack-1.tif:YPE_052315_030_RFPstack_037	122.728	84.863	24.055	20.854	74.959
291	CombinedStack-1.tif:YPE_052315_030_RFPstack_037	125.501	132.918	84.186	72.233	116.504
292	CombinedStack-1.tif:YPE_052315_030_RFPstack_038	127.588	124.148	87.488	77.642	69.117
293	CombinedStack-1.tif:YPE_052315_032_RFPstack_039	160.974	100.859	68.224	63.248	75.800
294	CombinedStack-1.tif:YPE_052315_032_RFPstack_039	103.755	148.958	93.222	79.764	0.726
295	CombinedStack-1.tif:YPE_052315_032_RFPstack_041	125.883	128.061	74.940	53.961	0.260
296	CombinedStack-1.tif:YPE_052315_032_RFPstack_042	124.419	122.313	97.045	82.158	168.385
297	CombinedStack-1.tif:YPE_052315_032_RFPstack_043	103.665	99.300	63.186	52.331	152.788
298	CombinedStack-1.tif:YPE_052315_032_RFPstack_043	156.759	141.120	87.687	73.211	144.917
299	CombinedStack-1.tif:YPE_052315_034_RFPstack_044	145.231	124.666	81.281	74.219	138.828
300	CombinedStack-1.tif:YPE_052315_034_RFPstack_044	88.072	129.364	50.553	39.769	15.697
301	CombinedStack-1.tif:YPE_052315_034_RFPstack_046	122.585	129.948	88.298	86.735	115.828
302	CombinedStack-1.tif:YPE_052315_034_RFPstack_047	124.407	123.529	86.115	68.767	56.234
303	CombinedStack-1.tif:YPE_c42515_001_RFPstack_062	126.450	123.298	112.111	82.338	75.211
304	CombinedStack-1.tif:YPE_c42515_001_RFPstack_063	125.185	130.233	80.065	72.309	177.804
305	CombinedStack-1.tif:YPE_c42515_001_RFPstack_064	120.006	125.817	92.468	78.693	106.083
306	CombinedStack-1.tif:YPE_c42515_001_RFPstack_064	156.123	168.429	28.338	24.172	155.172
307	CombinedStack-1.tif:YPE_c42515_001_RFPstack_065	127.577	125.463	92.349	75.182	71.663
308	CombinedStack-1.tif:YPE_c42515_001_RFPstack_066	119.291	125.631	84.369	66.327	137.101
309	CombinedStack-1.tif:YPE_c42515_003_RFPstack_067	94.709	95.874	37.736	26.318	138.058
310	CombinedStack-1.tif:YPE_c42515_003_RFPstack_067	137.959	136.016	88.804	60.147	130.519
311	CombinedStack-1.tif:YPE_c42515_005_RFPstack_069	131.946	97.405	103.744	74.079	70.789
312	CombinedStack-1.tif:YPE_c42515_005_RFPstack_069	124.308	179.089	61.341	45.063	105.669
313	CombinedStack-1.tif:YPE_c42515_007_RFPstack_070	125.703	126.148	97.635	60.209	148.467
314	CombinedStack-1.tif:YPE_c42515_007_RFPstack_071	165.154	109.434	48.816	35.707	163.302
315	CombinedStack-1.tif:YPE_c42515_007_RFPstack_071	112.396	121.570	89.661	67.780	79.465
316	CombinedStack-1.tif:YPE_c42515_007_RFPstack_072	158.554	122.897	96.602	67.364	164.690
317	CombinedStack-1.tif:YPE_c42515_007_RFPstack_072	78.496	126.649	62.121	37.897	25.463
318	CombinedStack-1.tif:YPE_c42515_009_RFPstack_074	119.206	121.042	97.664	77.726	128.932
319	CombinedStack-1.tif:YPE_c42515_009_RFPstack_074	170.146	161.552	44.243	36.606	147.104
320	CombinedStack-1.tif:YPE_c42515_009_RFPstack_075	127.184	126.533	92.169	67.206	79.474
321	CombinedStack-1.tif:YPE_c42515_011_RFPstack_076	144.294	124.853	88.399	69.568	5.003
322	CombinedStack-1.tif:YPE_c42515_011_RFPstack_076	84.854	139.952	43.253	31.792	3.833
323	CombinedStack-1.tif:YPE_c42515_011_RFPstack_077	157.697	87.005	45.640	37.131	62.093
324	CombinedStack-1.tif:YPE_c42515_011_RFPstack_077	112.143	133.091	90.801	72.902	58.443
325	CombinedStack-1.tif:YPE_c42515_011_RFPstack_078	123.823	122.964	91.638	77.600	110.195
326	CombinedStack-1.tif:YPE_c42515_011_RFPstack_079	127.157	122.597	67.320	61.941	98.862
327	CombinedStack-1.tif:YPE_c42515_013_RFPstack_081	126.920	123.216	80.362	60.032	142.236
328	CombinedStack-1.tif:YPE_c42515_013_RFPstack_081	160.663	156.561	23.658	18.460	159.119
329	CombinedStack-1.tif:YPE_c42515_013_RFPstack_082	91.613	101.099	29.105	24.104	167.830
330	CombinedStack-1.tif:YPE_c42515_013_RFPstack_082	139.089	125.944	86.823	72.517	118.368
331	CombinedStack-1.tif:YPE_c42515_017_RFPstack_084	149.187	92.363	44.702	36.088	33.091
332	CombinedStack-1.tif:YPE_c42515_017_RFPstack_084	111.230	140.797	84.666	68.274	40.463
333	CombinedStack-1.tif:YPE_c42515_019_RFPstack_087	119.116	121.012	85.941	77.958	134.775
334	CombinedStack-1.tif:YPE_c42515_019_RFPstack_088	120.247	99.592	91.584	76.255	86.758
335	CombinedStack-1.tif:YPE_c42515_019_RFPstack_088	137.855	151.620	58.925	48.078	111.608
336	CombinedStack-1.tif:YPL_042515_001_RFPstack_002	135.631	99.317	98.883	72.403	72.567
337	CombinedStack-1.tif:YPL_042515_001_RFPstack_002	99.021	167.792	68.881	53.402	51.597
338	CombinedStack-1.tif:YPL_042515_001_RFPstack_004	130.055	123.415	71.599	62.685	3.115
339	CombinedStack-1.tif:YPL_042515_001_RFPstack_005	138.925	119.686	87.006	68.706	35.471
340	CombinedStack-1.tif:YPL_042515_001_RFPstack_005	90.843	136.049	25.340	24.168	157.829
341	CombinedStack-1.tif:YPL_042515_008_RFPstack_009	119.584	132.448	79.926	61.380	75.357
342	CombinedStack-1.tif:YPL_042515_008_RFPstack_011	119.675	129.699	78.986	71.814	63.267
343	CombinedStack-1.tif:YPL_042515_011_RFPstack_012	101.307	115.166	104.726	80.108	2.979
344	CombinedStack-1.tif:YPL_042515_011_RFPstack_012	168.771	149.111	56.643	42.281	159.149
345	CombinedStack-1.tif:YPL_042515_011_RFPstack_013	120.284	126.442	72.585	64.499	62.646
346	CombinedStack-1.tif:YPL_042515_011_RFPstack_014	124.760	120.098	84.861	68.388	102.902
347	CombinedStack-1.tif:YPL_042515_015_RFPstack_016	116.327	97.438	90.981	84.709	57.989
348	CombinedStack-1.tif:YPL_042515_015_RFPstack_016	142.586	171.843	69.070	59.339	112.664
349	CombinedStack-1.tif:YPL_042515_015_RFPstack_018	121.180	130.926	78.285	63.691	100.676
350	CombinedStack-1.tif:YPL_042515_017_RFPstack_020	121.679	91.306	102.906	86.325	150.793
351	CombinedStack-1.tif:YPL_042515_017_RFPstack_020	120.639	173.414	69.328	56.033	76.301
352	CombinedStack-1.tif:YPL_042515_017_RFPstack_021	124.879	125.722	79.259	59.647	1.790
353	CombinedStack-1.tif:YPL_042515_017_RFPstack_022	126.200	124.605	92.745	75.740	133.360
354	CombinedStack-1.tif:YPL_042515_019_RFPstack_024	169.011	113.118	39.902	29.995	9.470
355	CombinedStack-1.tif:YPL_042515_019_RFPstack_024	120.102	128.102	92.472	73.375	168.386
356	CombinedStack-1.tif:YPL_042515_019_RFPstack_025	123.710	123.198	76.430	63.104	94.312
357	CombinedStack-1.tif:YPL_042515_021_RFPstack_028	127.338	127.559	99.225	79.442	31.075
358	CombinedStack-1.tif:YPL_042515_021_RFPstack_028	81.036	142.508	23.852	20.819	160.965
359	CombinedStack-1.tif:YPL_042515_021_RFPstack_029	128.660	73.319	26.922	26.626	167.379
360	CombinedStack-1.tif:YPL_042515_021_RFPstack_029	122.845	133.494	97.889	72.618	80.460
361	CombinedStack-1.tif:YPL_042515_021_RFPstack_030	126.975	131.506	88.238	78.309	125.733
362	CombinedStack-1.tif:YPL_042515_021_RFPstack_031	123.775	125.376	98.227	79.497	72.692
363	CombinedStack-1.tif:YPL_042515_021_RFPstack_032	124.595	121.967	99.523	85.294	24.739
364	CombinedStack-1.tif:YPL_042515_023_RFPstack_033	124.752	77.773	46.330	36.386	106.071
365	CombinedStack-1.tif:YPL_042515_023_RFPstack_033	128.023	141.642	95.418	89.377	148.304
366	CombinedStack-1.tif:YPL_042515_023_RFPstack_034	124.196	124.849	89.914	67.461	24.373
367	CombinedStack-1.tif:YPL_042515_023_RFPstack_035	145.676	112.267	101.260	69.522	43.997
368	CombinedStack-1.tif:YPL_042515_023_RFPstack_035	92.945	154.371	51.217	38.732	32.314
369	CombinedStack-1.tif:YPL_042515_030_RFPstack_039	111.486	81.629	73.452	52.454	96.368
370	CombinedStack-1.tif:YPL_042515_030_RFPstack_039	131.577	158.985	90.469	64.528	82.012
371	CombinedStack-1.tif:YPL_042515_030_RFPstack_040	123.338	126.199	96.387	72.482	42.653
372	CombinedStack-1.tif:YPL_042515_030_RFPstack_041	127.286	126.202	74.363	64.156	7.623
373	CombinedStack-1.tif:YPL_042515_030_RFPstack_042	127.505	124.528	104.895	76.895	39.076
374	CombinedStack-1.tif:YPL_042515_030_RFPstack_043	122.613	123.521	80.542	69.415	33.870
375	CombinedStack-1.tif:YPL_042515_032_RFPstack_044	170.035	114.597	44.426	41.070	162.961
376	CombinedStack-1.tif:YPL_042515_032_RFPstack_044	108.073	129.906	109.473	77.181	39.939
377	CombinedStack-1.tif:YPL_042515_032_RFPstack_045	144.273	81.574	32.409	30.997	155.283
378	CombinedStack-1.tif:YPL_042515_032_RFPstack_045	135.150	134.973	90.634	74.862	146.695
379	CombinedStack-1.tif:YPL_042715_004_RFPstack_048	125.062	126.499	104.121	95.040	125.058
380	CombinedStack-1.tif:YPL_042715_004_RFPstack_050	130.129	124.771	101.176	67.314	125.090
381	CombinedStack-1.tif:YPL_042715_004_RFPstack_051	130.302	88.103	92.335	84.405	5.470
382	CombinedStack-1.tif:YPL_042715_004_RFPstack_051	103.849	165.335	76.948	64.946	79.929
383	CombinedStack-1.tif:YPL_042715_006_RFPstack_052	80.791	118.959	69.325	61.931	176.304
384	CombinedStack-1.tif:YPL_042715_006_RFPstack_052	158.552	125.095	89.193	73.688	172.115
385	CombinedStack-1.tif:YPL_042715_006_RFPstack_053	128.301	119.393	97.606	74.446	55.968
386	CombinedStack-1.tif:YPL_042715_006_RFPstack_053	90.167	160.912	26.133	21.535	16.228
387	CombinedStack-1.tif:YPL_042715_008_RFPstack_054	136.488	129.281	105.172	88.388	175.964
388	CombinedStack-1.tif:YPL_042715_008_RFPstack_055	121.548	125.441	90.621	85.060	31.461
389	CombinedStack-1.tif:YPL_042715_008_RFPstack_056	128.309	123.451	85.833	77.344	108.547
390	CombinedStack-1.tif:YPL_042715_010_RFPstack_057	140.382	87.670	99.232	86.224	37.037
391	CombinedStack-1.tif:YPL_042715_010_RFPstack_057	103.079	161.413	70.066	58.132	67.942
392	CombinedStack-1.tif:YPL_042715_010_RFPstack_058	106.014	92.319	104.939	87.383	68.784
393	CombinedStack-1.tif:YPL_042715_010_RFPstack_058	146.688	166.338	74.250	58.972	110.979
394	CombinedStack-1.tif:YPL_042715_012_olp14RFPstack_059	179.009	98.805	50.965	36.150	18.160
395	CombinedStack-1.tif:YPL_042715_012_olp14RFPstack_059	105.191	118.212	117.046	83.098	162.529
396	CombinedStack-1.tif:YPL_042715_016_RFPstack_063	171.337	96.206	66.959	53.053	36.777
397	CombinedStack-1.tif:YPL_042715_016_RFPstack_063	93.033	137.693	112.313	82.836	42.219
398	CombinedStack-1.tif:YPL_042715_016_RFPstack_064	129.485	123.249	118.743	92.515	93.419
399	CombinedStack-1.tif:YPL_042715_016_RFPstack_065	125.639	122.744	90.779	72.471	131.502
400	CombinedStack-1.tif:YPL_042715_018_RFPstack_066	117.427	125.688	85.532	63.950	13.595
401	CombinedStack-1.tif:YPL_042715_018_RFPstack_066	157.217	126.513	29.411	20.650	42.381
402	CombinedStack-1.tif:YPL_042715_018_RFPstack_067	105.057	91.972	45.486	42.463	133.564
403	CombinedStack-1.tif:YPL_042715_018_RFPstack_067	132.141	148.429	93.058	80.069	165.639
404	CombinedStack-1.tif:YPL_042715_020_RFPstack_068	93.889	97.261	77.745	54.503	126.298
405	CombinedStack-1.tif:YPL_042715_020_RFPstack_068	143.167	156.616	83.106	78.273	130.543
406	CombinedStack-1.tif:YPL_042715_022_RFPstack_069	123.977	125.000	85.653	73.850	156.224
407	CombinedStack-1.tif:YPL_042715_022_RFPstack_070	93.297	88.712	52.160	38.983	127.701
408	CombinedStack-1.tif:YPL_042715_022_RFPstack_070	133.635	139.391	86.954	76.406	129.959
409	CombinedStack-1.tif:YPL_042715_024_RFPstack_071	98.840	77.894	82.923	67.560	133.962
410	CombinedStack-1.tif:YPL_042715_024_RFPstack_071	161.065	154.568	119.193	98.105	89.693
411	CombinedStack-1.tif:YPL_042715_024_RFPstack_072	124.234	122.209	96.440	71.227	71.387
412	CombinedStack-1.tif:YPL_042715_024_RFPstack_073	128.435	123.397	92.358	80.633	144.731
413	CombinedStack-1.tif:YPL_042715_026_RFPstack_074	123.649	124.785	85.649	72.619	65.453
414	CombinedStack-1.tif:YPL_042715_026_RFPstack_075	120.954	116.439	86.827	71.077	152.788
415	CombinedStack-1.tif:YPL_042715_026_RFPstack_075	161.335	155.005	32.541	27.584	111.724
416	CombinedStack-1.tif:YPL_042715_028_RFPstack_077	104.652	119.664	91.192	78.970	124.504
417	CombinedStack-1.tif:YPL_042715_028_RFPstack_077	160.739	146.799	48.734	35.218	148.219
418	CombinedStack-1.tif:YPL_042715_028_RFPstack_078	124.420	91.525	84.769	74.575	139.869
419	CombinedStack-1.tif:YPL_042715_028_RFPstack_078	130.038	157.521	61.031	55.764	93.088
420	CombinedStack-1.tif:YPL_042715_028_RFPstack_079	128.245	128.914	85.308	70.477	17.852
421	CombinedStack-1.tif:YPL_042715_030_RFPstack_080	123.906	111.024	83.990	77.450	143.242
422	CombinedStack-1.tif:YPL_042715_030_RFPstack_080	149.857	162.334	35.501	30.306	138.572
423	CombinedStack-1.tif:YPL_042715_030_RFPstack_081	130.100	125.478	90.496	68.815	139.324
424	CombinedStack-1.tif:YPL_042915_001_RFPstack_082	126.264	97.693	103.758	83.825	98.026
425	CombinedStack-1.tif:YPL_042915_001_RFPstack_082	132.256	183.053	70.123	62.443	88.176
426	CombinedStack-1.tif:YPL_042915_001_RFPstack_083	112.333	122.477	89.215	84.288	71.608
427	CombinedStack-1.tif:YPL_042915_001_RFPstack_083	163.279	139.026	40.799	31.332	164.980
428	CombinedStack-1.tif:YPL_042915_003_RFPstack_084	126.226	129.068	82.462	65.776	8.502
429	CombinedStack-1.tif:YPL_042915_003_RFPstack_085	123.350	130.655	90.737	80.965	168.368
430	CombinedStack-1.tif:YPL_042915_003_RFPstack_086	124.703	122.869	93.077	70.914	19.464
431	CombinedStack-1.tif:YPL_042915_005_RFPstack_087	123.419	123.575	69.353	62.016	41.034
432	CombinedStack-1.tif:YPL_042915_005_RFPstack_088	124.586	125.927	87.185	81.884	9.245
433	CombinedStack-1.tif:YPL_042915_005_RFPstack_089	108.344	83.585	58.372	49.165	112.751
434	CombinedStack-1.tif:YPL_042915_005_RFPstack_089	129.973	151.325	93.460	80.500	128.316
435	CombinedStack-1.tif:YPL_042915_007_RFPstack_090	106.611	85.567	45.465	44.976	136.562
436	CombinedStack-1.tif:YPL_042915_007_RFPstack_090	125.991	145.214	90.518	77.771	96.913
437	CombinedStack-1.tif:YPL_042915_007_RFPstack_091	126.855	127.088	76.704	62.663	65.376
438	CombinedStack-1.tif:YPL_042915_007_RFPstack_092	127.017	128.333	97.493	80.671	19.358
439	CombinedStack-1.tif:YPL_042915_009_RFPstack_093	124.862	123.355	89.054	81.280	77.868
440	CombinedStack-1.tif:YPL_042915_011_RFPstack_094	125.969	123.795	106.981	79.562	112.059
441	CombinedStack-1.tif:YPL_042915_013_RFPstack_097	157.152	102.189	28.385	21.755	79.453
442	CombinedStack-1.tif:YPL_042915_013_RFPstack_097	118.481	128.485	87.175	78.446	46.114
443	CombinedStack-1.tif:YPL_042915_109_RFPStack_MM_098	122.511	124.280	82.759	62.355	96.861
444	CombinedStack-1.tif:YPL_042915_109_RFPStack_MM_099	125.667	123.540	90.438	79.628	44.838
445	CombinedStack-1.tif:YPL_052315_001_RFPstack_000	120.359	121.058	97.179	81.062	106.495
446	CombinedStack-1.tif:YPL_052315_003_RFPstack_001	121.112	127.036	84.537	69.433	167.446
447	CombinedStack-1.tif:YPL_052315_003_RFPstack_002	142.661	92.987	96.209	75.554	48.396
448	CombinedStack-1.tif:YPL_052315_003_RFPstack_002	102.312	159.157	66.917	57.310	56.881
449	CombinedStack-1.tif:YPL_052315_005_RFPstack_004	124.856	107.540	107.957	83.289	51.650
450	CombinedStack-1.tif:YPL_052315_005_RFPstack_004	115.005	174.470	37.722	34.766	5.254
451	CombinedStack-1.tif:YPL_052315_005_RFPstack_005	148.027	86.629	27.272	23.810	93.734
452	CombinedStack-1.tif:YPL_052315_005_RFPstack_005	121.795	130.893	96.221	79.963	34.675
453	CombinedStack-1.tif:YPL_052315_005_RFPstack_006	125.208	120.051	90.140	77.816	6.253
454	CombinedStack-1.tif:YPL_052315_007_RFPstack_007	149.059	124.529	100.536	84.422	9.660
455	CombinedStack-1.tif:YPL_052315_007_RFPstack_007	87.437	139.131	46.328	42.352	138.053
456	CombinedStack-1.tif:YPL_052315_007_RFPstack_008	153.999	101.126	65.550	54.503	23.113
457	CombinedStack-1.tif:YPL_052315_007_RFPstack_008	90.407	140.659	86.345	75.308	36.070
458	CombinedStack-1.tif:YPL_052315_009_RFPstack_010	169.389	89.833	44.741	34.747	42.859
459	CombinedStack-1.tif:YPL_052315_009_RFPstack_010	117.286	134.694	104.060	77.329	14.310
460	CombinedStack-1.tif:YPL_052315_009_RFPstack_011	93.127	88.551	35.907	27.268	106.073
461	CombinedStack-1.tif:YPL_052315_009_RFPstack_011	125.831	136.790	95.523	74.870	153.024
462	CombinedStack-1.tif:YPL_052315_009_RFPstack_012	126.778	126.298	86.918	67.340	93.120
463	CombinedStack-1.tif:YPL_052315_011_RFPstack_013	168.407	106.241	68.903	58.041	171.625
464	CombinedStack-1.tif:YPL_052315_011_RFPstack_013	95.161	124.647	100.270	66.728	27.834
465	CombinedStack-1.tif:YPL_052315_011_RFPstack_014	152.623	100.439	70.961	58.135	45.143
466	CombinedStack-1.tif:YPL_052315_011_RFPstack_014	97.700	142.014	86.447	79.004	99.901
467	CombinedStack-1.tif:YPL_052315_013_RFPstack_016	123.598	103.641	99.273	88.895	93.612
468	CombinedStack-1.tif:YPL_052315_013_RFPstack_016	147.105	170.982	44.794	36.952	110.886
469	CombinedStack-1.tif:YPL_052315_013_RFPstack_017	124.958	128.980	92.583	74.593	113.985
470	CombinedStack-1.tif:YPL_052315_015_RFPstack_018	115.367	80.293	68.856	56.066	97.777
471	CombinedStack-1.tif:YPL_052315_015_RFPstack_018	125.095	158.909	102.272	73.228	133.491
472	CombinedStack-1.tif:YPL_052315_017_RFPstack_021	145.281	78.512	73.349	59.940	83.301
473	CombinedStack-1.tif:YPL_052315_017_RFPstack_021	121.823	156.814	95.577	72.616	70.567
474	CombinedStack-1.tif:YPL_052315_017_RFPstack_022	84.252	122.508	101.236	69.739	126.400
475	CombinedStack-1.tif:YPL_052315_017_RFPstack_022	161.428	138.826	72.462	57.862	1.247
476	CombinedStack-1.tif:YPL_052315_017_RFPstack_023	129.232	86.590	46.105	37.448	107.002
477	CombinedStack-1.tif:YPL_052315_017_RFPstack_023	126.542	147.077	100.899	81.985	6.133
478	CombinedStack-1.tif:YPL_052315_019_RFPstack_024	80.254	113.652	38.164	31.560	178.184
479	CombinedStack-1.tif:YPL_052315_019_RFPstack_024	142.988	126.390	102.761	83.213	149.008
480	CombinedStack-1.tif:YPL_052315_019_RFPstack_025	123.937	121.414	89.315	70.851	103.487
481	CombinedStack-1.tif:YPL_052315_021_RFPstack_027	135.785	83.041	75.376	65.879	67.674
482	CombinedStack-1.tif:YPL_052315_021_RFPstack_027	118.002	161.056	90.353	81.902	86.160
483	CombinedStack-1.tif:YPL_052315_021_RFPstack_028	106.623	103.408	106.587	86.797	63.349
484	CombinedStack-1.tif:YPL_052315_021_RFPstack_028	151.057	163.081	61.888	53.922	132.388
485	CombinedStack-1.tif:YPL_052315_021_RFPstack_029	127.597	125.849	85.757	74.607	149.152
486	CombinedStack-1.tif:YPL_052315_023_RFPstack_030	72.518	121.923	59.131	45.778	2.865
487	CombinedStack-1.tif:YPL_052315_023_RFPstack_030	154.783	122.905	105.996	74.895	9.089
488	CombinedStack-1.tif:YPL_052315_023_RFPstack_031	154.389	86.983	48.238	40.358	27.989
489	CombinedStack-1.tif:YPL_052315_023_RFPstack_031	110.806	146.502	97.826	77.168	42.376
490	CombinedStack-1.tif:YPL_052315_023_RFPstack_032	130.654	110.027	91.499	79.804	109.250
491	CombinedStack-1.tif:YPL_052315_023_RFPstack_032	90.431	158.557	46.077	39.902	48.214
492	CombinedStack-1.tif:YPL_052315_025_RFPstack_033	71.308	120.096	29.077	25.266	150.791
493	CombinedStack-1.tif:YPL_052315_025_RFPstack_033	134.460	126.100	110.662	84.072	179.641
494	CombinedStack-1.tif:YPL_052315_025_RFPstack_034	124.788	119.062	87.858	70.837	140.145
495	CombinedStack-1.tif:YPL_052315_025_RFPstack_035	165.562	92.143	25.954	18.985	156.285
496	CombinedStack-1.tif:YPL_052315_025_RFPstack_035	120.365	126.316	98.310	96.344	8.320
497	CombinedStack-1.tif:YPL_052315_025_RFPstack_036	125.352	122.604	95.004	78.616	96.665
498	CombinedStack-1.tif:YPL_052315_025_RFPstack_036	155.642	168.473	19.220	14.906	134.939
499	CombinedStack-1.tif:YPL_052315_027_RFPstack_037	87.510	101.502	75.728	54.644	143.021
500	CombinedStack-1.tif:YPL_052315_027_RFPstack_037	153.109	142.843	98.950	76.266	166.277
501	CombinedStack-1.tif:YPL_052315_027_RFPstack_038	161.040	92.867	30.644	28.753	132.827
502	CombinedStack-1.tif:YPL_052315_027_RFPstack_038	111.090	122.524	85.140	76.044	19.842
503	CombinedStack-1.tif:YPL_052315_027_RFPstack_039	124.074	122.712	95.911	76.678	59.157
504	CombinedStack-1.tif:YPL_052315_029_RFPstack_040	100.929	124.397	90.461	70.952	155.533
505	CombinedStack-1.tif:YPL_052315_029_RFPstack_040	161.405	145.852	47.085	39.156	168.221
506	CombinedStack-1.tif:YPL_052315_029_RFPstack_041	122.675	130.844	91.264	70.426	46.003
507	CombinedStack-1.tif:YPL_052315_029_RFPstack_042	124.361	122.557	112.898	86.456	67.763
508	CombinedStack-1.tif:YPL_052315_031_RFPstack_043	158.155	90.515	69.995	53.662	46.481
509	CombinedStack-1.tif:YPL_052315_031_RFPstack_043	104.771	151.178	96.603	84.392	62.959
510	CombinedStack-1.tif:YPL_052315_031_RFPstack_044	122.463	122.004	90.236	86.552	73.521
511	CombinedStack-1.tif:YPL_052315_031_RFPstack_045	84.133	100.147	30.375	23.851	164.942
512	CombinedStack-1.tif:YPL_052315_031_RFPstack_045	133.263	125.153	85.802	70.309	150.949
513	CombinedStack-1.tif:YPL_052315_033_RFPstack_046	124.652	129.106	93.050	86.342	67.267
514	CombinedStack-1.tif:YPL_052315_033_RFPstack_047	126.902	123.396	104.006	82.303	75.275
515	CombinedStack-1.tif:YPR_042715_003_RFPstack_004	152.645	123.861	84.202	72.628	63.267
516	CombinedStack-1.tif:YPR_042715_003_RFPstack_004	96.573	130.659	50.930	39.275	4.795
517	CombinedStack-1.tif:YPR_042715_003_RFPstack_006	122.355	128.226	68.182	58.375	141.241
518	CombinedStack-1.tif:YPR_042715_005_RFPstack_008	127.400	125.831	96.744	62.383	108.452
519	CombinedStack-1.tif:YPR_042715_007_RFPstack_010	101.833	119.788	103.785	83.288	94.035
520	CombinedStack-1.tif:YPR_042715_007_RFPstack_010	163.703	167.750	66.660	59.746	150.042
521	CombinedStack-1.tif:YPR_042715_007_RFPstack_011	126.020	122.137	95.132	67.415	62.780
522	CombinedStack-1.tif:YPR_042715_007_RFPstack_012	120.849	129.589	63.744	54.929	10.500
523	CombinedStack-1.tif:YPR_042715_007_RFPstack_013	139.585	124.060	86.495	63.283	31.372
524	CombinedStack-1.tif:YPR_042715_007_RFPstack_013	98.411	138.057	42.050	36.335	145.920
525	CombinedStack-1.tif:YPR_042715_009_RFPstack_014	125.816	113.000	74.886	62.671	101.955
526	CombinedStack-1.tif:YPR_042715_009_RFPstack_014	119.146	162.181	36.409	31.648	105.612
527	CombinedStack-1.tif:YPR_042715_009_RFPstack_015	157.665	104.617	60.150	47.606	18.402
528	CombinedStack-1.tif:YPR_042715_009_RFPstack_015	99.637	136.643	85.236	76.870	168.080
529	CombinedStack-1.tif:YPR_042715_011_RFPstack_017	154.167	118.874	95.994	67.553	38.452
530	CombinedStack-1.tif:YPR_042715_011_RFPstack_017	88.666	144.333	60.843	41.979	20.353
531	CombinedStack-1.tif:YPR_042715_011_RFPstack_018	120.965	118.158	105.979	96.521	172.394
532	CombinedStack-1.tif:YPR_042715_011_RFPstack_018	169.544	154.320	38.385	32.839	146.939
533	CombinedStack-1.tif:YPR_042715_011_RFPstack_019	120.733	126.010	84.883	60.105	79.238
534	CombinedStack-1.tif:YPR_042715_011_RFPstack_020	149.271	118.045	77.322	67.316	18.024
535	CombinedStack-1.tif:YPR_042715_011_RFPstack_020	90.230	138.629	43.423	42.165	91.372
536	CombinedStack-1.tif:YPR_042715_011_RFPstack_021	111.681	96.058	83.027	80.265	1.749
537	CombinedStack-1.tif:YPR_042715_011_RFPstack_021	147.965	166.364	75.308	58.617	114.009
538	CombinedStack-1.tif:YPR_042715_013_RFPstack_022	131.709	126.555	99.220	68.962	177.109
539	CombinedStack-1.tif:YPR_042715_013_RFPstack_023	126.481	126.807	66.788	55.648	70.621
540	CombinedStack-1.tif:YPR_042715_013_RFPstack_024	127.137	86.951	84.521	79.614	16.129
541	CombinedStack-1.tif:YPR_042715_013_RFPstack_024	125.192	160.335	66.810	57.954	85.080
542	CombinedStack-1.tif:YPR_042715_015_RFPstack_026	128.086	131.978	78.444	63.383	78.563
543	CombinedStack-1.tif:YPR_042715_021_RFPstack_034	137.699	93.533	100.664	67.745	67.740
544	CombinedStack-1.tif:YPR_042715_021_RFPstack_034	112.240	167.591	63.232	47.702	67.659
545	CombinedStack-1.tif:YPR_042715_021_RFPstack_035	130.058	127.486	89.245	66.598	117.729
